tieu_de,gia,gia_hien_thi,gia_m2,dien_tich,huong_nha,huong_ban_cong,noi_that,phap_ly,ten_du_an,so_phong,so_wc,duong,phuong,quan,thanh_pho,latitude,longitude,khoang_cach_q1_km,ngay_dang,nguoi_ban,loai_tin,link
"2 căn hộ TDH Phước Bình- 4,650 tỷ (117m2, 3PN, 3WC); 3,5 tỷ (2PN, 2WC)",4650000000,"4,65 tỷ",39.74359,117,,,,6,Chung cư TDH - Phước Bình,3,3.0,6D,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.81533,106.7698,8.77,2025-12-22,Loan,s,https://www.chotot.com/129428123.htm
"Bán căn hộ Khuông Việt, 74m2 2PN-2WC có Sổ, view thoáng, NTCB giá tốt",3720000000,"3,72 tỷ",50.27027,74,,,3.0,6,Khuông Việt,2,2.0,Khuông Việt,Phường Phú Trung,Quận Tân Phú,Tp Hồ Chí Minh,10.77023,106.6388,6.76,2025-12-22,Hải Căn Hộ,s,https://www.chotot.com/128956928.htm
cân ban nha chung cư mat tien so 7 Cao Ba Nha quân 1,2300000000,"2,3 tỷ",60.526318,38,,,,6,,2,1.0,Đường Cao Bá Nhạ,Phường Nguyễn Cư Trinh,Quận 1,Tp Hồ Chí Minh,10.762556,106.68993,1.85,2025-12-22,Gia Minh,s,https://www.chotot.com/129831417.htm
Hỗ trợ suất mua nhà ở xã hội quận 2 - thanh toán trả chậm trong 5 năm,2032000000,"2,032 tỷ",32.774193,62.0,7.0,6.0,3.0,2,Thủ Thiêm Green House,2,1.0,Võ Chí Công,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.75763,106.76317,7.14,2025-12-22,Nguyễn Quang Anh,s,https://www.chotot.com/122911317.htm
"✅ BÁN CĂN HỘ CARILLON 7, SỔ HỒNG. DT 65M2-2PN.1WC FULL NỘI THẤT",4200000000,"4,2 tỷ",64.61539,65.0,,,1.0,6,Carillon 7,2,,Tân Thới Hòa,Phường Tân Thới Hòa,Quận Tân Phú,Tp Hồ Chí Minh,10.7639,106.62991,7.81,2025-12-22,Đức Nhân,s,https://www.chotot.com/129733054.htm
"BÁN CĂN HỘ EMERALD,RUBY,DIAMOND CENTERY,BRILLIANT QUẬN TÂN PHÚ 1PN-3PN",5190000000,"5,19 tỷ",73.098595,71.0,,,,6,Celadon City,2,2.0,N1,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,10.80384,106.61603,9.74,2025-12-22,Nguyễn Văn Tốt,s,https://www.chotot.com/129782337.htm
🍒Cần bán căn hộ 2pn*Shr+ Góc*Cc Đức Khải Q7*Dt 61m2- Giá 3.3 tỷ TL,3300000000,"3,3 tỷ",54.098362,61.0,,,3.0,6,The Era Town (A1 Riverside),2,2.0,Đường 15B,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70316,106.73216,8.78,2025-12-22,Nguyễn thu hà ,s,https://www.chotot.com/129831062.htm
BÁN CĂN HỘ SAIGON INTELA 2PN GIÁ 2TY250 NHẬN SỔ LIỀN TAY,2250000000,"2,25 tỷ",40.909092,55.0,,,,6,Sài Gòn Intela,2,2.0,Nguyễn Văn Linh,Xã Phong Phú,Huyện Bình Chánh,Tp Hồ Chí Minh,10.71096,106.64413,9.46,2025-12-22,kay,s,https://www.chotot.com/129647822.htm
GIÁ RẺ *** CẦN BÁN GẤP CĂN HỘ CHUNG CƯ SUNRISE CITYVIEW QUẬN 7,4300000000,"4,3 tỷ",66.15385,65.0,,,,2,Sunrise CityView,2,,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-22,Dũng Phạm,s,https://www.chotot.com/129803052.htm
🆘CHUNG CƯ CÓ SỔ CÓ THANG MÁY 65m2 chỉ 3ty090 - Bình Thạnh,3090000000,"3,09 tỷ",47.53846,65.0,,,3.0,6,,2,2.0,Đường Phan Văn Trị,Phường 11,Quận Bình Thạnh,Tp Hồ Chí Minh,10.814462,106.69523,4.35,2025-12-22,Nguyen Thi Kim Phung,s,https://www.chotot.com/129503666.htm
"✅️ BÁN CĂN HỘ AN PHÚ SỔ HỒNG, DT 112M -3PN.2WC FULL NỘI THẤT ĐẸP",4650000000,"4,65 tỷ",41.517857,112.0,,,1.0,6,An Phú Apartment,3,2.0,Hậu Giang,Phường 11,Quận 6,Tp Hồ Chí Minh,10.74578,106.62633,8.75,2025-12-22,Đức Nhân,s,https://www.chotot.com/129755918.htm
CĂN GÓC Tara Residence (2PN +2WC 72m²) Tầng cao view thoáng,3900000000,"3,9 tỷ",54.166668,72.0,,,2.0,6,Tara Residence,2,2.0,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73488,106.66169,6.2,2025-12-22,Hằng,s,https://www.chotot.com/129573785.htm
Bán Căn hộ Chung cư Dreamhome giá 2 tỷ 150 triệu,2150000000,"2,15 tỷ",33.59375,64.0,,,,6,Dream Home,2,2.0,59,Phường 14,Quận Gò Vấp,Tp Hồ Chí Minh,10.85346,106.65078,10.21,2025-12-22,Thanh Trúc,s,https://www.chotot.com/129830456.htm
"💎 THE OPUS ONE - Căn 2PN 80m², Dự Án HOT Nhất Vinhomes Grand Park",5555555555,"5,555 tỷ",69.44444,80.0,,,,6,,2,,Măt tiền đường D2A,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.890938,106.828316,18.96,2025-12-22,Phú Lộc,s,https://www.chotot.com/129638846.htm
BÁN CĂN HỘ NGAY BẾN XE MIỀN TÂY MỚI CÓ SỔ PRIVIA 312 AN DƯƠNG VƯƠNG,2500000000,"2,5 tỷ",71.42857,35.0,,,,5,The Privia,1,1.0,An Dương Vương,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,10.72827,106.61888,10.35,2025-12-22,Lê Quang,s,https://www.chotot.com/121443131.htm
"Bán nhanh Căn hộ TM 90m2, 3pn, giá 3.5 tỷ Hqc Blysky - Quận 2",3500000000,"3,5 tỷ",38.88889,90.0,5.0,8.0,3.0,5,HQC Bình Trưng Đông (Blue Sky Tower),3,2.0,Số 2,Phường Bình Trưng Đông (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78615,106.77295,8.01,2025-12-22,Trần Anh Thoa,s,https://www.chotot.com/127137827.htm
"Trả trước 30% , ân hạn gốc lãi 24 tháng, sở hữu căn hộ mặt tiền đầu tư",1120000000,"1,12 tỷ",28.717949,39.0,,,3.0,4,,1,1.0,Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.711582,106.73153,7.89,2025-12-22,Ngọc Tuấn,s,https://www.chotot.com/128597933.htm
Bán các căn hộ sang nhượng giá tốt tại trung tâm chợ đầu mối Hóc Môn,1050000000,"1,05 tỷ",21.0,50.0,,,,5,HQC Hóc Môn,2,,Nguyễn Thị Sóc,Xã Xuân Thới Đông,Huyện Hóc Môn,Tp Hồ Chí Minh,10.85667,106.60171,14.05,2025-12-22,nguyễn quốc hưng,s,https://www.chotot.com/128371091.htm
"Căn hộ chung cư 482A Nơ Trang Long, 40m2, 2pn, 1wc, 2.15 tỉ",2150000000,"2,15 tỷ",53.75,40.0,,,,6,,2,1.0,Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,Tp Hồ Chí Minh,10.818509,106.698944,4.77,2025-12-22,Lê Ngọc Chính,s,https://www.chotot.com/129829823.htm
BÁN CĂN HỘ SẴN SỔ  3 PHÒNG NGỦ TẠI AKARI CITY MẶT TIỀN 77 VVK,5100000000,"5,1 tỷ",54.3131,93.9,,,3.0,6,Akari City,3,2.0,Võ Văn Kiệt,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,10.72262,106.61204,11.31,2025-12-22,Lê Quang,s,https://www.chotot.com/128419054.htm
🔥 Cực Hot! The Privé Thủ Thiêm – Căn 2PN 71m² Giá *** Khu Vực!,7000000000,7 tỷ,98.59155,71.0,,,,6,,2,,"khu dân cư Nam Rạch Chiếc, phường An Phú, Quận 2, TP Thủ Đức",Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.791403,106.76624,7.4,2025-12-22,Phú Lộc,s,https://www.chotot.com/129638295.htm
"Sunrise City 268m2, 5 phòng ngũ. Nhà mới, nội thất đẹp. Bán 23 tỷ TL",23000000000,23 tỷ,85.82089,268.0,2.0,1.0,2.0,6,Sunrise City,5,4.0,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-22,Minh Tâm Sunrise City,s,https://www.chotot.com/121774466.htm
"BÁN CĂN HỘ SUNRISE CITY 99M², ĐẦY ĐỦ NT CAO CẤP. GIÁ 7.9TỶ",7900000000,"7,9 tỷ",79.79798,99.0,,,2.0,5,Sunrise City,2,2.0,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-22,Nguyễn Minh Tâm,s,https://www.chotot.com/125000166.htm
"TT 20% NHẬN NHÀ , 2PN 1WC , 1 TỶ 446TR , TẶNG GÓI NỘI THẤT 200TR",1500000000,"1,5 tỷ",30.0,50,,,3.0,5,,2,1.0,Đường Tỉnh Lộ 10,Xã Phạm Văn Hai,Huyện Bình Chánh,Tp Hồ Chí Minh,10.873598,106.52605,21.94,2025-12-22,Ngọc Tuấn,s,https://www.chotot.com/128896200.htm
"2PN Tropical giá 2,85tỷ ạ (YC khách thiện chí,k trả giá khùng)",2850000000,"2,85 tỷ",48.305084,59,,,,6,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123270417.htm
"SỐCk Quá STUDIO 34m2 1,4Tỷ ,Khủng Khiếp quá Ạ!",1400000000,"1,4 tỷ",41.17647,34,,,1.0,6,Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123263930.htm
"Tropical 2PN 59m2 Kề Bên VinComMeGa mà giá chỉ 2,8Ty",2800000000,"2,8 tỷ",47.457626,59,,,,6,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123269529.htm
"CỰC CĂNG 2PN+,69m2,Full Nội Thất.",2600000000,"2,6 tỷ",37.68116,69,,,,6,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/120342693.htm
"Vinhomes Grand Park Q9 2PN Chỉ với 2,2 Tỷ Sở hữu",2200000000,"2,2 tỷ",37.288136,59,,,1.0,6,Vinhomes Grand Park,2,,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123268177.htm
"Mua Là Hời,1PN+ Origami giá chỉ nhỉnh 2,1 tỷ.",2200000000,"2,2 tỷ",46.80851,47,,,,2,Vinhomes Grand Park,1,,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123269054.htm
"CĂN HỘ 2PN2WC PHÂN KHU MỚI TROPICAL chỉ 2,9Tỷ",2900000000,"2,9 tỷ",49.152542,59,8.0,5.0,,6,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/121158571.htm
Phân Khu Solari Ký Thảng Vs Chủ Đầu Tư Vinhomes+Tặng Full nội Thất CĐT,3350000000,"3,35 tỷ",47.857143,70,,,,2,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123270766.htm
"Sùi Bọt Mép,Sock Vs Giá Studio Tropical 1,65Tỷ full nội thất như hình.",1650000000,"1,65 tỷ",42.307693,39,,,,6,Vinhomes Grand Park,1,,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Võ Phạm Bảo Ny,s,https://www.chotot.com/123270340.htm
"Picity 2PN giá 3,150; thanh toán 30% nhận nhà liền, có trả gop",3150000000,"3,15 tỷ",53.38983,59,,,3.0,6,PiCity High Park,2,1.0,Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,Tp Hồ Chí Minh,10.87865,106.67743,11.72,2025-12-22,Hạnh Nguyễn,s,https://www.chotot.com/114767227.htm
"Căn hộ 2PN, 72m2, dự án Sunshine Sky City Q7, liền kề Phú Mỹ Hưng",5400000000,"5,4 tỷ",75.0,72,,,,6,Sunshine Sky City,2,,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-22,Phú Lộc,s,https://www.chotot.com/129637904.htm
"Sổ hồng cầm tay 1 căn *** 75m2 giá 4,1 tỷ full nội thất tại akari",4100000000,"4,1 tỷ",54.666668,75,,,2.0,6,Akari City,2,2.0,Võ Văn Kiệt,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,10.72262,106.61204,11.31,2025-12-22,Gia Huy,s,https://www.chotot.com/129772841.htm
"Anh/Chị đầu tư đừng bỏ qua căn hộ này , thanh toán trước 20% nhận nhà",1500000000,"1,5 tỷ",30.0,50,,,3.0,5,,2,1.0,Đường Lê văn,Phường Tân Kiểng,Quận 7,Tp Hồ Chí Minh,10.7485075,106.704834,3.06,2025-12-22,Ngọc Tuấn,s,https://www.chotot.com/128995040.htm
BÁO GIÁ THẬT - CƠ HỘI MUA NHÀ CHO NGƯỜI TRẺ Ở PHÚ MỸ HƯNG,5250000000,"5,25 tỷ",68.181816,77,,,1.0,5,Sunshine Sky City,2,2.0,7,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,6.1,2025-12-22,Cô Vân,s,https://www.chotot.com/129729887.htm
"Duplex 02 tầng, sân vườn riêng 37m2, nội thất cao cấp, sổ hồng sẵn",8300000000,"8,3 tỷ",47.159092,176,,,1.0,6,LuxGarden,3,3.0,Nguyễn Văn Quỳ,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,10.74272,106.74063,5.72,2025-12-22,TRẦN THỊ THU HÀ,s,https://www.chotot.com/129335254.htm
"Chính chủ bán CH Green River, dt 80m2/ 3PN, nhận nhà ngay, giá 3.4 tỷ",3400000000,"3,4 tỷ",42.5,80,,,,5,Green River - Quận 8,2,2.0,Phạm Thế Hiển,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73289,106.64306,7.87,2025-12-22,Phạm Thị Nhung,s,https://www.chotot.com/129797690.htm
"Căn góc *** có giá 4,7 tỷ Layout Bếp đảo đẹp nhất dự tại Akari",4700000000,"4,7 tỷ",58.75,80,,7.0,3.0,2,Akari City,2,2.0,Võ Văn Kiệt,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,10.72262,106.61204,11.31,2025-12-22,Gia Huy,s,https://www.chotot.com/129739501.htm
"Căn hộ 2 PN 2 WC , Giá 1 tỷ 7 , Bàn Giao Vào Quý 4 Năm 2026 , TT 20%",1700000000,"1,7 tỷ",32.692307,52,,,3.0,5,,2,1.0,Đường Quốc lộ 1,Xã Bình Chánh,Huyện Bình Chánh,Tp Hồ Chí Minh,10.66572,106.57101,18.69,2025-12-22,Ngọc Tuấn,s,https://www.chotot.com/128578294.htm
"Bán căn hộ 2pn 5* 4 hồ bơi về Aeon Mall BT 20p chỉ 1.45 tỷ,kí chỉ 10%",1450000000,"1,45 tỷ",30.208334,48,,,,2,,2,,Quốc Lộ 1a,Phường An Lạc A,Quận Bình Tân,Tp Hồ Chí Minh,10.753975,106.621765,8.92,2025-12-22,Hồng,s,https://www.chotot.com/128309707.htm
mẫu D 68m2 chung cư Gia Hoà,4550000000,"4,55 tỷ",66.911766,68.0,,,,6,The Art,2,2,Đỗ Xuân Hợp,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.81554,106.77481,9.26,2025-12-22,Nhung,s,https://www.chotot.com/129828599.htm
CĂN HỘ K26 DƯƠNG QUẢNG HÀM P7 GV. 2PN.WC,2200000000,"2,2 tỷ",29.72973,74.0,,,,2,,2,1,Dương  Quảng Hàm,Phường 7,Quận Gò Vấp,Tp Hồ Chí Minh,10.830303,106.68802,6.23,2025-12-22,Linh,s,https://www.chotot.com/129828304.htm
"Bán căn hộ Phú Mỹ Thuận. DT 145m, 1 trệt, 1 lầu,  vay ok, giá 3.8 tỷ",3800000000,"3,8 tỷ",26.38889,144.0,,,,5,Phú Mỹ Thuận,3,3,Huỳnh Tấn Phát,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.6788,106.75165,12.14,2025-12-22,Lê Thu Trúc,s,https://www.chotot.com/129003286.htm
"BÁN NHANH TRƯỚC TẾT CĂN HỘ 65M2 C/CTOPAZ HOME 2, Q.9 CHỈ 2,2TỶ",2200000000,"2,2 tỷ",33.846153,65.0,,,3.0,5,Topaz Home 2 quận 9,3,2,138,Phường Tân Phú (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.86428,106.80731,15.28,2025-12-22,Trọng Hoàng,s,https://www.chotot.com/129542643.htm
Bán căn góc 3pn 2wc có nội thất gia đình c/c Dreamhome Palace Quận 8,2990000000,"2,99 tỷ",37.848103,79.0,6.0,5.0,3.0,5,Dream Home Palace,3,2,Trịnh Quang Nghị,Phường 7,Quận 8,Tp Hồ Chí Minh,10.70677,106.62474,11.27,2025-12-22,Vũ Anh,s,https://www.chotot.com/127972870.htm
[CẮT LỖ] Bán 3PN2WC Origami 3tỷ9 BTP Vinhomes,3900000000,"3,9 tỷ",50.0,78.0,,,3.0,5,The Origami – Vinhomes Grand Park,3,2,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-22,Tuấn Tú ,s,https://www.chotot.com/129749837.htm
BÁN CĂN HỘ 54M2 C/C MIẾU NỔI 18 TẦNG  GIÁ CHỈ 3.4 TỶ,3400000000,"3,4 tỷ",62.962963,54.0,,,2.0,6,Chung cư Miếu Nổi,2,1,Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79589,106.69397,2.36,2025-12-22,Trọng Hoàng,s,https://www.chotot.com/129161483.htm
Chuyển về Phú Yên ở bán căn Duplex cc Dreamhome Palace full nt ở ngay,4220000000,"4,22 tỷ",33.76,125.0,7.0,6.0,1.0,5,Dream Home Palace,4,4,Trịnh Quang Nghị,Phường 7,Quận 8,Tp Hồ Chí Minh,10.70677,106.62474,11.27,2025-12-22,Vũ Anh,s,https://www.chotot.com/129553237.htm
"Bán căn hộ 3PN Chung cư Galaxy, 9 Nguyễn Khoái, Phường 1, Quận 4",10000000000,10 tỷ,81.96722,122.0,,,,6,Galaxy 9,3,3,Nguyễn Khoái,Phường 1,Quận 4,Tp Hồ Chí Minh,10.75323,106.69526,2.56,2025-12-22,TẤN HUY,s,https://www.chotot.com/129827487.htm
chính chủ bán căn hộ chung cư Khang Gia Tân Hương - giá hạt giẻ 1.95ty,1950000000,"1,95 tỷ",30.0,65.0,6.0,7.0,,5,Khang Gia Tân Hương (Lucky Apartment),2,1,Tân Hương,Phường Tân Quý,Quận Tân Phú,Tp Hồ Chí Minh,10.79492,106.62132,8.9,2025-12-22,Ken,s,https://www.chotot.com/129723438.htm
Rổ Hàng Các Căn Hộ TeraMia đã có sổ Giá *** Chỉ từ 3.2Tỷ Căn 2PN,3200000000,"3,2 tỷ",53.333332,60.0,7.0,6.0,2.0,6,Terra Mia Phạm Hùng Bình Chánh,2,2,Phạm Hùng,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,10.73158,106.67509,5.63,2025-12-22,VIỆT DREAMHOME,s,https://www.chotot.com/129424142.htm
Căn Chung Cư 2 PN 2 WC - Toà S3.02 - 3.4 Tỷ,3400000000,"3,4 tỷ",54.313274,62.5998,,,3.0,6,,2,2,Đường Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.853436,106.83371,16.93,2025-12-22,NGUYỄN TUẤN PHÁT ,s,https://www.chotot.com/129827286.htm
"CHÍNH CHỦ Bán CănHộ 120m2 Tháp W1, SunriseCity Central HimLam Lotte Q7",11900000000,"11,9 tỷ",99.166664,120.0,,,1.0,6,Sunrise City,2,2,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-21,Mr Doan,s,https://www.chotot.com/128561954.htm
Căn góc Citihome 2pn 2wc diện tích 73m giá 3.2 tỷ,3200000000,"3,2 tỷ",43.835617,73.0,,,,6,Citi Home,2,2,Đồng Văn Cống,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78628,106.75109,5.66,2025-12-21,Linh Trần,s,https://www.chotot.com/129827049.htm
Căn góc SOHO 2pn 2wc giá 2.85 tỷ rẻ nhất quận 2 sổ hồng trao tay,2850000000,"2,85 tỷ",46.72131,61.0,,,,6,Citi Soho,2,2,Cát Lái,Phường Cát Lái (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.76445,106.79444,10.35,2025-12-21,Linh Trần,s,https://www.chotot.com/129827047.htm
"Bán gấp căn hộ 4PN 3WC giá cực chất 19tỷ tại Vinhomes Central Park,",19500000000,"19,5 tỷ",130.0,150.0,3.0,1.0,1.0,6,Vinhomes Central Park,4,3,Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.79387,106.72032,2.97,2025-12-21,Thành Phạm Vincentral,s,https://www.chotot.com/129826961.htm
BÁN CĂN HỘ CHUNG CƯ THÁP SOHO RESIDENCE,6600000000,"6,6 tỷ",94.28571,70.0,,,,5,,2,1,Đường Cô Giang,Phường Cô Giang,Quận 1,Tp Hồ Chí Minh,10.762449,106.69413,1.62,2025-12-21,Thuy Do,s,https://www.chotot.com/129826928.htm
"CHỈ HƠN 2 TỶ, CC 70m2, TT Q10 , NGAY SÂN VÂN ĐỘNG THỐNG NHẤT",2980000000,"2,98 tỷ",42.57143,70.0,,,3.0,6,,2,1,Đường Lý Thường Kiệt,Phường 7,Quận 10,Tp Hồ Chí Minh,10.759364,106.66125,4.65,2025-12-21,Nguyễn Trường Giang,s,https://www.chotot.com/129826601.htm
"65m2 - Giá 3.02 tỷ - Sổ hồng riêng 1PN1WC, MT City Q9",3020000000,"3,02 tỷ",46.46154,65.0,3.0,4.0,3.0,6,MT Eastmark City,1,1,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-21,Huỳnh Thanh Phong,s,https://www.chotot.com/129826458.htm
Bán căn góc cc Tín Phong 12View,2800000000,"2,8 tỷ",32.941177,85.0,,,,5,,2,2,Đường Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,10.827228,106.625175,10.02,2025-12-21,Trần châu,s,https://www.chotot.com/129826445.htm
"Hiếm bán chung cư Nơ Trang Long gần BV Gia Định 40m2_2,15 tỉ có TL",2150000000,"2,15 tỷ",53.75,40.0,,,2.0,6,,2,1.0,Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,Tp Hồ Chí Minh,10.818509,106.698944,4.77,2025-12-21,em Mến nhà phố,s,https://www.chotot.com/129826325.htm
nay bán Chung cư An phú Sổ hồng rẻ hơn thị trường 400triệu còn 3ty890,3890000000,"3,89 tỷ",38.9,100.0,,2.0,,6,,3,2.0,Cầu Hậu Giang,Phường 11,Quận 6,Tp Hồ Chí Minh,10.749179,106.63978,7.25,2025-12-21,Mây Xanh,s,https://www.chotot.com/129088153.htm
Bán gấp căn Studio Full nội thất siêu rẻ sẵn sổ hồng công chứng ngay,2080000000,"2,08 tỷ",67.09677,31.0,,6.0,1.0,6,The Origami – Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-21,Nguyễn Nghĩa,s,https://www.chotot.com/128152865.htm
chung Cư An Phú Hậu Giang Bình Phú Q6 dt95m2 3ty890 sổ hồng Vay đc NH,3890000000,"3,89 tỷ",40.94737,95.0,,,3.0,6,,3,,Đường Hậu Giang,Phường 10,Quận 6,Tp Hồ Chí Minh,10.746743,106.62975,8.36,2025-12-21,Mây Xanh,s,https://www.chotot.com/128186660.htm
"Phiên Bản Signature Trellia Cove, 3pn2wc, ban công kép view 360",6900000000,"6,9 tỷ",69.0,100.0,,,,5,Mizuki Park,3,,Nguyễn Văn Linh,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,10.72615,106.66785,6.56,2025-12-21,Lê Đại,s,https://www.chotot.com/129371147.htm
"chuyển nhượng Akari city Võ Văn Kiệt, sổ sẵn, hỗ trợ vay 80%",3800000000,"3,8 tỷ",60.31746,63.0,,,3.0,6,Akari City,2,1.0,Võ Văn Kiệt,Phường An Lạc,Quận Bình Tân,Tp Hồ Chí Minh,10.72262,106.61204,11.31,2025-12-21,Lê Đại,s,https://www.chotot.com/117918340.htm
"Chính chủ căn 62m2 Hoàng Kim sổ hồng, nhà mới, TT 950tr ở ngay",3000000000,3 tỷ,48.387096,62.0,2.0,3.0,3.0,6,Hoàng Kim Thế Gia (The Golden Dynasty),2,2.0,Trương Phước Phan,Phường Bình Trị Đông,Quận Bình Tân,Tp Hồ Chí Minh,10.76688,106.61289,9.61,2025-12-21,Kim Hà,s,https://www.chotot.com/129622450.htm
"Chung cư Gia Phú (2pn, thang máy) - GIÁ TỐT CẦN BÁN GẤP",2450000000,"2,45 tỷ",38.88889,63.0,,,,6,,2,2.0,Đường Số 5,Phường Bình Hưng Hòa,Quận Bình Tân,Tp Hồ Chí Minh,10.806146,106.60217,11.25,2025-12-21,Ngo Tam,s,https://www.chotot.com/120600137.htm
"🍀CHÍNH CHỦ BÁN 2PN EMERALD, NHÀ MỚI, FULL NỘI THẤT ĐẸP, VIEW MÁT MẺ🍀",5030000000,"5,03 tỷ",70.84507,71.0,,,2.0,5,Celadon City,2,2.0,N1,Phường Sơn Kỳ,Quận Tân Phú,Tp Hồ Chí Minh,10.80384,106.61603,9.74,2025-12-21,Dương Đăng Phúc,s,https://www.chotot.com/129649594.htm
